8
64
6 4 9.0909090909090909093373186755648873713653301820158958435058593750000000000000000000000000000000000000e-02
6 5 8.3333333333333333335592087859344800904182193335145711898803710937500000000000000000000000000000000000e-02
6 6 7.6923076923076923077965579012005292725007166154682636260986328125000000000000000000000000000000000000e-02
6 7 7.1428571428571428570460533774566513898207631427794694900512695312500000000000000000000000000000000000e-02
7 0 1.2500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e-01
7 1 1.1111111111111111110960527476043679939721187110990285873413085937500000000000000000000000000000000000e-01
7 2 1.0000000000000000000135525271560688054250931600108742713928222656250000000000000000000000000000000000e-01
7 3 9.0909090909090909093373186755648873713653301820158958435058593750000000000000000000000000000000000000e-02
7 4 8.3333333333333333335592087859344800904182193335145711898803710937500000000000000000000000000000000000e-02
7 5 7.6923076923076923077965579012005292725007166154682636260986328125000000000000000000000000000000000000e-02
7 6 7.1428571428571428570460533774566513898207631427794694900512695312500000000000000000000000000000000000e-02
7 7 6.6666666666666666669828923003082721265855070669203996658325195312500000000000000000000000000000000000e-02
8
0 2.7178571428571428574959972790381357299338560551404953002929687500000000000000000000000000000000000000e+00
1 1.8289682539682539682938944292089900045539252460002899169921875000000000000000000000000000000000000000e+00
2 1.4289682539682539683155784726587000932340743020176887512207031250000000000000000000000000000000000000e+00
3 1.1865440115440115440665833079769697633309988304972648620605468750000000000000000000000000000000000000e+00
4 1.0198773448773448774360567137264865777979139238595962524414062500000000000000000000000000000000000000e+00
5 8.9680042180042180040289157005872766603715717792510986328125000000000000000000000000000000000000000000e-01
6 8.0156232656232656228183913738050136998936068266630172729492187500000000000000000000000000000000000000e-01
7 7.2537185037185037181752325641248546617134707048535346984863281250000000000000000000000000000000000000e-01
